SAP_IMRG_DATE_MEAS,SAP_EQUI_NUMBER_GBL,PLANT_REGION,PLANT_PLANT_CODE,PLANT_PLANT_NAME,SAP_EQUI_MANUFACTURER,SAP_T370K_T_CLASS_VEHICLE,SAP_CLASS_AGRUP,SAP_EQUI_CLASS_ID,SAP_IMRG_UNIT_ENTRY2,FM_STANDAR,FM_SI_UNIT_CONVERTED,FM_SI_UNIT_CONVERTED_DELTA
2023-06-05,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33239,53.5
2023-06-07,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33315,22.9
2024-04-08,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,39109,61.2
2023-07-24,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,34294,29.8
2024-05-30,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,40476,38.2
2023-07-19,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,34177,19.1
2023-07-15,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,34066,38.2
2023-06-27,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33727,30.6
2024-06-24,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,40908,38.2
2024-04-12,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,39226,22.9
2023-05-23,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33008,35.9
2024-05-02,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,39787,23.3
2023-06-01,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33147,5.4
2023-10-02,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,35516,29.1
2023-09-09,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,34889,22.9
2024-02-20,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,38107,28.3
2023-12-02,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,36622,7.6
2023-09-23,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,35307,7.6
2024-05-18,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,40262,68.8
2024-02-05,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,37742,35.9
2024-05-13,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,40080,56.6
2023-06-28,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33764,37.5
2024-05-17,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,40194,53.5
2024-01-19,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,37255,74.5
2023-12-05,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,36683,32.9
2024-02-29,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,38399,66.5
2023-10-25,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,36055,45.9
2023-09-26,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,35360,22.9
2024-05-09,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,39970,38.2
2024-05-14,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,40132,52.0
2023-06-06,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33292,53.5
2023-08-28,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,34619,30.6
2023-09-30,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,35487,30.6
2024-06-14,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,40616,49.7
2024-05-15,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,40140,7.6
2024-04-09,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,39166,57.3
2024-04-25,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,39634,45.9
2024-06-22,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,40870,58.9
2023-07-17,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,34112,46.3
2024-02-23,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,38188,19.1
2023-12-13,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,36893,68.8
2023-11-14,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,36397,22.2
2023-05-12,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,32727,36.7
2023-10-07,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,35643,15.3
2024-03-07,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,38549,53.5
2024-03-19,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,38801,30.6
2024-01-09,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,37006,22.2
2023-12-14,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,36916,22.9
2023-05-16,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,32873,61.5
2024-02-27,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,38294,61.2
2023-11-01,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,36180,33.6
2023-08-18,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,34442,30.6
2024-05-10,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,40024,53.5
2024-06-27,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,40983,30.6
2024-04-13,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,39256,30.6
2024-02-14,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,37962,7.6
2023-09-13,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,35052,37.5
2023-09-07,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,34828,72.6
2023-09-01,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,34710,38.2
2024-02-12,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,37911,13.8
2024-05-07,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,39917,68.8
2023-10-27,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,36132,45.9
2024-06-28,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,41044,60.4
2024-05-29,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,40438,61.2
2023-10-18,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,35866,30.6
2024-01-08,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,36984,15.3
2023-11-10,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,36375,34.0
2023-11-17,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,36493,42.8
2023-09-12,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,35014,55.8
2023-07-13,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,34008,60.4
2023-08-29,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,34664,45.1
2023-08-23,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,34521,38.2
2023-11-22,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,36559,15.3
2023-09-18,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,35177,10.7
2024-02-07,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,37813,45.9
2024-05-04,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,39817,7.6
2024-01-26,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,37541,45.9
2023-06-13,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33480,30.6
2024-06-19,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,40704,53.5
2024-04-03,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,38956,38.2
2023-10-04,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,35561,30.6
2023-10-17,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,35835,30.6
2023-11-15,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,36427,30.6
2024-02-16,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,38049,29.4
2023-11-02,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,36203,22.9
2023-08-21,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,34461,19.1
2024-04-19,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,39448,22.9
2024-02-24,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,38211,22.9
2023-05-18,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,32942,15.7
2023-08-31,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,34672,7.6
2023-10-05,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,35605,43.2
2023-07-06,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33841,15.3
2023-11-16,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,36450,22.9
2023-10-09,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,35673,29.8
2023-10-10,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,35701,27.9
2023-05-24,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33019,11.1
2023-05-22,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,32972,30.6
2023-12-07,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,36737,22.9
2023-09-20,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,35192,15.3
2023-11-28,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,36614,32.1
2023-12-08,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,36766,29.1
2024-01-16,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,37120,22.9
2023-07-11,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33910,15.3
2023-06-14,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33534,53.5
2023-09-06,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,34756,22.6
2023-10-19,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,35912,45.9
2024-01-25,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,37495,38.2
2024-03-06,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,38495,7.6
2024-02-26,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,38233,22.2
2023-07-18,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,34158,45.9
2023-08-22,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,34482,21.4
2024-03-29,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,38845,22.9
2023-10-21,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,35958,15.3
2023-10-20,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,35942,30.6
2024-05-06,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,39848,30.6
2023-05-25,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33060,40.5
2023-11-20,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,36514,21.0
2023-11-03,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,36249,45.9
2023-09-29,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,35456,30.6
2024-01-13,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,37076,15.3
2023-09-08,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,34867,38.2
2023-10-26,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,36086,31.3
2024-07-02,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,41118,58.9
2024-02-01,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,37678,76.5
2023-09-05,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,34733,22.9
2024-05-21,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,40308,15.3
2023-09-21,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,35207,15.3
2023-09-22,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,35299,91.7
2023-09-14,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,35120,68.8
2023-06-09,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33396,58.1
2024-05-08,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,39932,15.3
2023-09-15,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,35166,45.9
2023-10-16,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,35805,20.6
2024-04-24,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,39588,68.8
2024-01-29,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,37563,22.2
2023-06-12,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33450,22.9
